Index,Nom de l'animal,Règne,Embranchement,Sous-embranchement,Classe,Sous-classe,Infra-classe,Ordre,Super-ordre,Sous-ordre,Infra-ordre,Famille,Super-famille,Sous-famille,Genre,Sous-genre,Tribu,Clade
1207,Macaroni Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Eudyptes,,,
1208,Bobolink,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Icteridae,,,Dolichonyx,,,
1209,Turkey Vulture,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Cathartidae,,,Cathartes,,,
1210,Great Cormorant,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Suliformes,Neoaves,,,Phalacrocoracidae,,,Phalacrocorax,,,
1211,Whooping Crane,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Gruidae,,,Grus,,,
1212,Black Crake,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Rallidae,,,Amaurornis,,,
1213,Gentoo Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Pygoscelis,,,
1214,Yellow-Eyed Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Megadyptes,,,
1215,Brogla,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Gruidae,,,Antigone,,,
1216,Waved Albatross,Animaux,Chordés,,Oiseaux,,,Procellariiformes,,,,Diomedeidae,,,Phoebastria,,,
1217,Magellanic Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Spheniscus,,,
1218,Snares Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Eudyptes,,,
1219,Humboldt Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Spheniscus,,,
1220,Least Tern,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Laridae,,,Sternula,,,
1221,Green Broadbill,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Eurylaimidae,,,Calyptomena,,,
1222,Common Tern,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Laridae,,,Sterna,,,
1223,King Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Aptenodytes,,,
1224,Laysan Albatross,Animaux,Chordés,,Oiseaux,,,Procellariiformes,,,,Diomedeidae,,,Phoebastria,,,
1225,Black-Browed Albatross,Animaux,Chordés,,Oiseaux,,,Procellariiformes,,,,Diomedeidae,,,Thalassarche,,,
1226,Royal Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Eudyptes,,,
1227,Yellow-Headed Blackbird,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Icteridae,,,Xanthocephalus,,,
1228,Brown Pelican,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Pelecanidae,,,Pelecanus,,,
1229,Yellow-Crowned Night Heron,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Ardeidae,,,Nyctanassa,,,
1230,White-Faced Heron,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Ardeidae,,,Egretta,,,
1231,Sooty Tern,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Laridae,,,Onychoprion,,,
1232,Royal Tern,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Laridae,,,Thalasseus,,,
1233,Chinstrap Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Pygoscelis,,,
1234,Adélie Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Pygoscelis,,,
1235,Emperor Goose,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Anser,,,
1236,Inca Dove,Animaux,Chordés,,Oiseaux,,,Columbiformes,,,,Columbidae,,,Columbina,,,
1237,Brown Creeper,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Certhiidae,,,Certhia,,,
1238,Roseate Tern,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Laridae,,,Sterna,,,
1239,Least Bittern,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Ardeidae,,,Ixobrychus,,,
1240,Short-Tailed Albatross,Animaux,Chordés,,Oiseaux,,,Procellariiformes,,,,Diomedeidae,,,Phoebastria,,,
1241,Gambel's Quail,Animaux,Chordés,,Oiseaux,,,Galliformes,,,,Odontophoridae,,,Callipepla,,,
1242,Bush Stone-Curlew,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Burhinidae,,,Burhinus,,,
1243,Long-Billed Curlew,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Scolopacidae,,,Numenius,,,
1244,Fiordland Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Eudyptes,,,
1245,American Avocet,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Recurvirostridae,,,Recurvirostra,,,
1246,Pine Siskin,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Fringillidae,,Carduelinae,Spinus,,,
1247,Black Tern,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Laridae,,,Chlidonias,,,
1248,Gunnison Sage-Grouse,Animaux,Chordés,,Oiseaux,,,Galliformes,,,,Phasianidae,,,Centrocercus,,,
1249,Red-Winged Blackbird,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Icteridae,,,Agelaius,,,
1250,Mallard,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Anas,,,
1251,American Crow,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Corvidae,,,Corvus,,,
1252,Crested Bellbird,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Oreoicidae,,,Oreoica,,,
1253,Brown-Headed Cowbird,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Icteridae,,,Molothrus,,,
1254,Northern Bobwhite,Animaux,Chordés,,Oiseaux,,,Galliformes,,,,Odontophoridae,,,Colinus,,,
1255,Pelagic Cormorant,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Suliformes,Neoaves,,,Phalacrocoracidae,,,Phalacrocorax,,,
1256,Greater Sage Grouse,Animaux,Chordés,,Oiseaux,,,Galliformes,,,,Phasianidae,,,Centrocercus,,,
1257,Eurasian Eagle-Owl,Animaux,Chordés,,Oiseaux,,,Strigiformes,,,,Strigidae,,,Bubo,,,
1258,African Fish Eagle,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Haliaeetus,,,
1259,Peregrine Falcon,Animaux,Chordés,,Oiseaux,,,Falconiformes,,,,Falconidae,,,Falco,,,
1260,Harpy Eagle,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,Harpiinae,Harpia,,,
1261,Martial Eagle,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Polemaetus,,,
1262,Wedge-Tailed Eagle,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,Buteoninae,Aquila,,,
1263,Spotted Eagle-Owl,Animaux,Chordés,,Oiseaux,,,Strigiformes,,,,Strigidae,,,Bubo,,,
1264,Philippine Eagle,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Pithecophaga,,,
1265,White-Tailed Eagle,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Haliaeetus,,,
1266,Gyrfalcon,Animaux,Chordés,,Oiseaux,,,Falconiformes,,,,Falconidae,,,Falco,,,
1267,White-Bellied Sea Eagle,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Haliaeetus,,,
1268,Crowned Eagle,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Stephanoaetus,,,
1269,Splendid Fairy-Wren,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Maluridae,,,Malurus,,,
1270,American Goldfinch,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Fringillidae,,Carduelinae,Spinus,,,
1271,European Goldfinch,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Fringillidae,,Carduelinae,Carduelis,,,
1272,Saker Falcon,Animaux,Chordés,,Oiseaux,,,Falconiformes,,,,Falconidae,,,Falco,,,
1273,Snowy Egret,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Ardeidae,,,Egretta,,,
1274,Lanner Falcon,Animaux,Chordés,,Oiseaux,,,Falconiformes,,,,Falconidae,,,Falco,,,
1275,Bat Falcon,Animaux,Chordés,,Oiseaux,,,Falconiformes,,,,Falconidae,,,Falco,,,
1276,Gouldian Finch,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Estrildidae,,,Erythrura,,,
1277,Little Egret,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Ardeidae,,,Egretta,,,
1278,Magnificent Frigatebird,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Suliformes,Neoaves,,,Fregatidae,,,Fregata,,,
1279,Purple Gallinule,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Rallidae,,,Porphyrio,,,
1280,Pacific Black Duck,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Anas,,,
1281,Helmeted Guineafowl,Animaux,Chordés,,Oiseaux,,,Galliformes,,,,Numididae,,,Numida,,,
1282,Northern Fulmar,Animaux,Chordés,,Oiseaux,,,Procellariiformes,,,,Procellariidae,,,Fulmarus,,,
1283,American Black Duck,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Anas,,,
1284,Barnacle Goose,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Branta,,,
1285,Bar-Headed Goose,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Anser,,,
1286,Merlin,Animaux,Chordés,,Oiseaux,,,Falconiformes,,,,Falconidae,,,Falco,,,
1287,Aplomado Falcon,Animaux,Chordés,,Oiseaux,,,Falconiformes,,,,Falconidae,,,Falco,,,
1288,Prairie Falcon,Animaux,Chordés,,Oiseaux,,,Falconiformes,,,,Falconidae,,,Falco,,,
1289,Hawaiian Duck,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Anas,,,
1290,Tawny Frogmouth,Animaux,Chordés,,Oiseaux,,,Caprimulgiformes,,,,Podargidae,,,Podargus,,,
1291,Bateleur,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Terathopius,,,
1292,Black-Headed Gull,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Laridae,,,Chroicocephalus,,,
1293,Common Grackle,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Icteridae,,,Quiscalus,,,
1294,Greylag Goose,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Anser,,,
1295,Little Grebe,Animaux,Chordés,,Oiseaux,,,Podicipediformes,,,,Podicipedidae,,,Tachybaptus,,,
1296,Northern Gannet,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Suliformes,Neoaves,,,Sulidae,,,Morus,,,
1297,Spectacled Eider,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Somateria,,,
1298,Superb Fairy-Wren,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Maluridae,,,Malurus,,,
1299,Bar-Tailed Godwit,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Scolopacidae,,,Limosa,,,
1300,Great Crested Grebe,Animaux,Chordés,,Oiseaux,,,Podicipediformes,,,,Podicipedidae,,,Podiceps,,,
1301,Tufted Duck,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Aythya,,,
1302,Great Hornbill,Animaux,Chordés,,Oiseaux,,,Bucerotiformes,,,,Bucerotidae,,,Buceros,,,
1303,Ivory Gull,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Laridae,,,Pagophila,,,
1304,Bee Hummingbird,Animaux,Chordés,,Oiseaux,,,Apodiformes,,,,Trochilidae,,,Mellisuga,,,
1305,Ruddy Duck,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Oxyura,,,
1306,Rose-Breasted Grosbeak,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Cardinalidae,,,Pheucticus,,,
1307,American Kestrel,Animaux,Chordés,,Oiseaux,,,Falconiformes,,,,Falconidae,,,Falco,,,
1308,Northern Flicker,Animaux,Chordés,,Oiseaux,,,Piciformes,,,,Picidae,,,Colaptes,,,
1309,Laughing Gull,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Laridae,,,Leucophaeus,,,
1310,Long-Tailed Duck,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Clangula,,,
1311,Pink-Footed Goose,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Anser,,,
1312,Australian White Ibis,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Threskiornithidae,,,Threskiornis,,,
1313,Common Black Hawk,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Buteogallus,,,
1314,California Gull,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Laridae,,,Larus,,,
1315,Anna's Hummingbird,Animaux,Chordés,,Oiseaux,,,Apodiformes,,,,Trochilidae,,,Calypte,,,
1316,Hoatzin,Animaux,Chordés,,Oiseaux,,,Opisthocomiformes,,,,Opisthocomidae,,,Opisthocomus,,,
1317,Vermilion Flycatcher,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Tyrannidae,,,Pyrocephalus,,,
1318,Zebra Finch,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Estrildidae,,,Taeniopygia,,,
1319,Acadian Flycatcher,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Tyrannidae,,,Empidonax,,,
1320,Swan Goose,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Anser,,,
1321,Harlequin Duck,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Histrionicus,,,
1322,Blue Grosbeak,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Cardinalidae,,,Passerina,,,
1323,Black-Chinned Hummingbird,Animaux,Chordés,,Oiseaux,,,Apodiformes,,,,Trochilidae,,,Archilochus,,,
1324,Blue Jay,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Corvidae,,,Cyanocitta,,,
1325,Muscovy Duck,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Cairina,,,
1326,Western Gull,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Laridae,,,Larus,,,
1327,Broad-Tailed Hummingbird,Animaux,Chordés,,Oiseaux,,,Apodiformes,,,,Trochilidae,,,Selasphorus,,,
1328,Broad-Winged Hawk,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Buteo,,,
1329,Cooper's Hawk,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Accipiter,,,
1330,Galapagos Hawk,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Buteo,,,
1331,Ruffed Grouse,Animaux,Chordés,,Oiseaux,,,Galliformes,,,,Phasianidae,,,Bonasa,,,
1332,Ring-Necked Duck,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Aythya,,,
1333,Ruby-Throated Hummingbird,Animaux,Chordés,,Oiseaux,,,Apodiformes,,,,Trochilidae,,,Archilochus,,,
1334,Pied-Billed Grebe,Animaux,Chordés,,Oiseaux,,,Podicipediformes,,,,Podicipedidae,,,Podilymbus,,,
1335,Black Kite,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Milvus,,,
1336,Glossy Ibis,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Threskiornithidae,,,Plegadis,,,
1337,Northern Hawk-Owl,Animaux,Chordés,,Oiseaux,,,Strigiformes,,,,Strigidae,,,Surnia,,,
1338,Rhinoceros Hornbill,Animaux,Chordés,,Oiseaux,,,Bucerotiformes,,,,Bucerotidae,,,Buceros,,,
1339,Red-Browed Finch,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Estrildidae,,,Neochmia,,,
1340,Harris's Hawk,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Parabuteo,,,
1341,Calliope Hummingbird,Animaux,Chordés,,Oiseaux,,,Apodiformes,,,,Trochilidae,,,Selasphorus,,,
1342,Blacksmith Lapwing,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Charadriidae,,,Vanellus,,,
1343,Hawaiian Hawk,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Buteo,,,
1344,Southern Ground Hornbil,Animaux,Chordés,,Oiseaux,,,Bucerotiformes,,,,Bucorvidae,,,Bucorvus,,,
1345,Scarlet Ibis,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Threskiornithidae,,,Eudocimus,,,
1346,Rufous Hummingbird,Animaux,Chordés,,Oiseaux,,,Apodiformes,,,,Trochilidae,,,Selasphorus,,,
1347,Crested Ibis,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Threskiornithidae,,,Nipponia,,,
1348,Northern Goshawk,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Accipiter,,,
